match_title,open_date,sales_amount,sales_share,audience_count,screen_count,kobis_search_year,kobis_rank,kobis_movie_code,kobis_movie_type,tmdb_rank,tmdb_original_title,tmdb_release_date,tmdb_release_year,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,tmdb_genre_ids,tmdb_genres,tmdb_runtime,tmdb_tagline,tmdb_budget,tmdb_revenue,tmdb_production_companies,tmdb_cast,tmdb_directors,tmdb_keywords,tmdb_poster_url
검객,2020-09-23,1619781870,0.5,190237,832,2020,28,20178401,전체,278,검객,2020-09-23,2020,2.6934,7.5,287,28|18|36,액션|드라마|역사,100,끝까지 추격한다,0,1516150,Opus Pictures|Kiwi Media Group|The Wave E&m,장혁(Tae-yeul)|김현수(Tae-ok)|조 타슬림(Gurutai)|정만식(Min Seung-ho)|장현성(Monarch)|이나경(Hwa-seon)|이민혁(Gyeom Sa-bok)|최진호(Lee Mok-yo)|지승현(Inuchi)|지건우(Huasam),Choi Jae-hoon,sword fight|joseon dynasty (1392–1910)|chinese invasion of korea,https://image.tmdb.org/t/p/original/4hK3JtTw2KqEMOQURAJAzCrtl9t.jpg
조제,2020-12-10,1673427570,0.5,186647,1179,2020,29,20201002,전체,821,조제,2020-12-10,2020,1.5664,7.219,64,10749|18,로맨스|드라마,116,우리가 가장 아름다웠던 시간,0,1709980,Warner Bros. Korea|Vol Media|Asmik Ace,한지민(Josée)|남주혁(Young-seok)|허진(Da-bok)|박예진(Hye-sun)|조복래(Chul-ho)|이소희(Su-kyung)|이성욱(Choi Kyung)|김금순(Hyun-nam)|Jang Se-won(Sang-jun)|윤혜리(Hee-young),김종관,based on novel or book|romance|love|remake|disability,https://image.tmdb.org/t/p/original/vZrFO6NvjOAGofKNn4S5bAC2eR5.jpg
죽지않는 인간들의 밤,2020-09-29,841097440,0.2,101726,570,2020,37,20190621,전체,915,죽지않는 인간들의 밤,2020-09-29,2020,1.1562,6.0,17,53|35,스릴러|코미디,110,"밤은 짧아, 최선을 다해",0,0,The Contents On|Brother Pictures,이정현(So-hee)|김성오(Choi Man-gil)|서영희(Se-ra)|양동근(Doctor Jang)|이미도(Yang-seon)|Jang Myung-kap(Agent A)|백승철(Seung-cheol)|김기천(Old Man at the Drugstore)|주보비(Kyeong-hee)|오윤수(Date Girl),신정원,alien,https://image.tmdb.org/t/p/original/pQPPtSlDp12EGhNutgW6nQyqrRx.jpg
호텔 레이크,2020-04-29,592223200,0.2,70019,465,2020,40,20181685,전체,481,호텔 레이크,2020-04-29,2020,1.9052,6.3,26,27|9648,공포|미스터리,101,혼자 다니지 말것,0,0,Indiestory|Smile Ent.|Union Investment Partners|ES Pictures|Korean Film Council,이세영(Yu-mi)|박지영(Gyeong-seon)|박효주(Lee Ye-rin)|박소이(Yoon Ji-yoo)|전수지(Choi Yoon-hee)|이주원(Oh Seok-hyeon)|김보윤(Seo Eun-gyeong)|Wang Seok-hyeon(Middle School Student),윤은경,hotel,https://image.tmdb.org/t/p/original/hCr1FiejbRJBUjFZyZF5c8O9HGp.jpg
야구소녀,2020-06-18,316405720,0.1,36986,264,2020,44,20196702,전체,581,야구소녀,2020-06-18,2020,1.5251,6.6,18,18,드라마,105,"던져봐, 그 벽이 깨지도록!",0,0,Korean Academy of Film Arts,이주영(Soo-in)|이준혁(Jin-tae)|염혜란(Hae-sook)|송영규(Gui-nam)|곽동연(Jung-ho)|주해은(Bang-geul)|유재명(Team Head Kim)|장준휘(Team Leader)|김민서(Young Soo-in)|이상희(Principal),Choi Yun-tae,baseball|high school sports,https://image.tmdb.org/t/p/original/zjy87jix8CeLx1jNQEEkdla9C8m.jpg
찬실이는 복도 많지,2020-03-05,246971830,0.1,28721,241,2020,47,20192751,전체,996,찬실이는 복도 많지,2020-03-05,2020,1.4171,6.7,29,18|14|10749,드라마|판타지|로맨스,96,복 터지는 그녀가 온다!,0,0,Side Mirror|GE Production,강말금(Lee Chan-sil)|윤여정(Grandmother)|김영민(Jang Gook-yeong)|윤승아(Sophie)|배유람(Kim Yeong)|서상원(Director Ji)|이영진(Actress)|최화정(CEO Park)|강태우(Dong-jik)|김승윤(Guest),김초희,loss of job|filmmaking|ghost|unemployed,https://image.tmdb.org/t/p/original/mPLEV5sp1Pkj3rfDjueJv0ezsOL.jpg
애비규환,2020-11-12,206974800,0.1,22743,453,2020,48,20204432,전체,967,애비규환,2020-11-12,2020,1.4856,6.5,16,35|18,코미디|드라마,110,내 인생은 내가 결정한다,0,0,ATO|MOTTO|LiTTLE BiG PiCTURES,정수정(To-il)|장혜진(Seon-myeong)|최덕문(Tae-hyo)|신재휘(Ho-hoon)|이해영(Hwan-gyu)|강말금(Ho-hoon's Mother)|남문철(Ho-hoon's Father)|장햇살(Bok-nam)|김준범(Teacher Choi)|김미향(Material Grandmother),Choi Ha-na,family drama|daegu,https://image.tmdb.org/t/p/original/pShB3OZAaOehDkehtqSS4voU6w5.jpg
모가디슈,2021-07-28,34558297730,20.1,3613984,1688,2021,1,20204117,전체,217,모가디슈,2021-07-28,2021,2.6229,7.1,204,10752|28|53|18|36,전쟁|액션|스릴러|드라마|역사,121,지금부터 우리의 목표는 오로지 생존이다,0,29855981,Filmmaker R&K|Dexter Studios|filmK,김윤석(Ambassador Han Shin-sung)|조인성(Councilor Kang Dae-jin)|허준호(Ambassador Rim Yong-soo)|김소진(Kim Myeong-hee)|정만식(Secretary Gong Soo-cheol)|구교환(Inspector General Tae Joon-gi)|박명신(Bae Yeong-sook)|김재화(Clerk Jo Soo-jin)|박경혜(Clerk Park Ji-eun)|한철우(Secretary Chae Kang-sik),류승완,diplomat|escape|somalia|based on true story|1990s|mogadishu|inter-korean relations,https://image.tmdb.org/t/p/original/oeu5TgAd0MrHplBIvCFpt9AIEBm.jpg
싱크홀,2021-08-11,21395652690,12.4,2195683,1603,2021,2,20196270,전체,161,싱크홀,2021-08-11,2021,3.267,6.892,162,35|18,코미디|드라마,113,우리집이 떨어졌다,11400000,17970000,The Tower Pictures|Showbox,차승원(Man-soo)|김성균(Dong-won)|이광수(Manager Kim)|권소현(Yeong-e)|김혜준(Eun-joo)|김재화(Kyung-mi)|남다름(Seung-tae)|정영숙(Grandma Oh)|이학주(Manager Jung)|Han Hye-rin(Hyo-jung),김지훈,"home|disaster|father son relationship|south korea|seoul, south korea",https://image.tmdb.org/t/p/original/nEslKzaq3LKuQcDTNODzwh149Qh.jpg
인질,2021-08-18,15585244870,9.1,1638439,1288,2021,3,20192194,전체,380,인질,2021-08-18,2021,2.0134,6.8,40,28,액션,93,"배우 황정민, 인질이 되다!",6144000,13000000,Filmmaker R&K|Next Entertainment World|The Sam Company,황정민(Self)|김재범(Choi Gi-wan)|이유미(Ban So-yeon)|류경수(Yeom Dong-hoon)|정재원(Yong-tae)|Lee Gyu-woon(Go Young-rok)|이호정(Saet-byeol)|조경현(Manager)|신현종(Police Kwak)|백주희(Police Oh),필감성,kidnapping|hostage|celebrity|remake|movie star,https://image.tmdb.org/t/p/original/tvjfD4Ry8Otin3CCgkmEAxnewcN.jpg
보이스,2021-09-15,14025546720,8.2,1426357,1296,2021,4,20190815,전체,428,보이스,2021-09-15,2021,1.9324,7.7,46,28|80|18,액션|범죄|드라마,109,단 한 통의 전화! 걸려오는 순간 걸려들었다!,0,11772156,Soo Film,변요한(Seo-joon)|김무열(Kwak Pro)|김희원(Lee Gyu-ho)|박명훈(General Manager)|이주영(Kkang-chil)|조재윤(Deok-pal)|이규성(The Youngest)|원진아(Mi-yeon)|이운산(Manager)|옥자연(Detective 1),Kim Gok|Kim Sun,investigation|fraud|revenge|phishing,https://image.tmdb.org/t/p/original/wz10NxjPm7tVl5M3WO0mm3mucHH.jpg
발신제한,2021-06-23,9085720540,5.3,952386,1010,2021,5,20192696,전체,419,발신제한,2021-06-23,2021,1.8497,7.496,223,28|80|18|53,액션|범죄|드라마|스릴러,94,"부산도심 한복판, 내 차에 폭탄이 있다!",0,0,CJ Entertainment|TPS Company|CJ ENM,조우진(Seong-gyu)|이재인(Hye-in)|지창욱(Jin-woo)|진경(Young-hee)|김지호(Yeon-soo)|전석호(Jeong-ho)|정인기(Vice President)|류승수(Police Chief)|전광진(Police Officer)|정애연(Jeong-ho's Wife),김창주,"car bomb|remake|busan, south korea",https://image.tmdb.org/t/p/original/uGYnClpynAYQAzy3rQBPWpEkHf1.jpg
유체이탈자,2021-11-24,7899580790,4.6,811169,1216,2021,7,20196264,전체,767,유체이탈자,2021-10-17,2021,1.5485,6.433,89,28|9648|53|14,액션|미스터리|스릴러|판타지,108,본능적 액션이 온다,0,0,BA Entertainment|Saram Entertainment|Plus M Entertainment|ABO Entertainment,윤계상(Kang Yi-an)|박용우(Mr. Park)|임지연(Moon Jin-ah)|유승목(Mr. Lee)|박지환(Traveler)|이성욱(Mr. Yoo)|홍기준(Mr. Ko)|서현우(Mr. Baek)|이운산(Ji Cheol-ho)|주진모(Mr. Hong),Yoon Jae-geun,,https://image.tmdb.org/t/p/original/jsJluzrVEkQBYYkTNj3FQJ0LkAM.jpg
기적,2021-09-15,6634949710,3.9,715877,1198,2021,8,20200474,전체,224,기적,2021-09-15,2021,2.3671,7.417,72,18,드라마,116,"포기란 없다, 기차가 서는 그날까지",0,5619316,Blossom Pictures,박정민(Jung Joon-kyeong)|윤아(Song Ra-hee)|이성민(Tae-yoon)|이수경(Bo-kyung)|정문성(Yong-hwan)|박철민(Station Master)|유승목(Driver Park)|김강훈(Young Joon-kyung)|고창석(Ra-hee's Father)|이동용(Village Head),이장훈,,https://image.tmdb.org/t/p/original/e52XKVTNYWcEh2pPpmJS84x3ZZR.jpg
연애 빠진 로맨스,2021-11-24,6120461000,3.6,603015,967,2021,9,20205986,전체,303,연애 빠진 로맨스,2021-11-24,2021,2.1273,6.756,43,10749|35,로맨스|코미디,94,이게 연애가 아니면 도대체 뭔데?,0,0,CJ Entertainment|12 journey,손석구(Woo-ri)|전종서(Ja-young)|공민정(Sun-bin)|김슬기(Yu-mi)|배유람(Woo-seong)|김재화(Editor-in-Chief)|임성재(Ma-cho)|임선우(Yeon-hee)|김영옥(Grandmother)|김광규(Father),정가영,magazine editor,https://image.tmdb.org/t/p/original/wikrBdVSgIA6RE2EUlg0Ny6loyr.jpg
장르만 로맨스,2021-11-17,5192955940,3.0,518441,1194,2021,10,20191243,전체,984,장르만 로맨스,2021-11-17,2021,1.0944,6.0,16,35|18,코미디|드라마,113,매일매일 버라이어티한 그 작가의 사생활이 밝혀진다!,0,0,Next Entertainment World|BeLief|Prain Global,류승룡(Hyun)|오나라(Mi-ae)|김희원(Soon-mo)|이유영(Jung-won)|성유빈(Sung-kyung)|무진성(Yu-jin)|오정세(Nam-jin)|류현경(Hye-jin)|박형수(Seung-min)|김귀선(Kim Dong-ju),조은지,author|writer|family conflict|lgbt|divorced couple|slump,https://image.tmdb.org/t/p/original/7tvhf1ApXJn4LwVWwk4Mmhh62tQ.jpg
미션 파서블,2021-02-17,4064666600,2.4,447111,930,2021,11,20199541,전체,266,미션 파서블,2021-02-17,2021,2.5275,7.442,197,35|28|53,코미디|액션|스릴러,104,"우린, 한다면 한다!",0,0,Redrover|kth|GNOSIS COMPANY|Merry Christmas,김영광(Woo Soo-han)|이선빈(Yoo Da-hee)|오대환(Jeon Hoon)|서현철(Chief Detective)|최병모(Cha-oh)|김태훈(Shin Gi-roo)|줄리엔 강(Yuri)|Lee Sang-hong(Axe gang action leader)|이지훈(NIS Team Leader)|Park Jin-su(Senior Detective),Kim Hyung-joo,secret agent|agent|national intelligence service (nis)|mission possible,https://image.tmdb.org/t/p/original/xul24PvmhG1smXsAcOPCeeuKLUN.jpg
비와 당신의 이야기,2021-04-28,3634766350,2.1,398580,957,2021,12,20193068,전체,402,비와 당신의 이야기,2021-04-28,2021,1.8671,5.9,21,10749|18,로맨스|드라마,117,희미하던 내 하루가 선명해졌다,0,0,Azit Film|Kidari ENT|Sony Pictures Entertainment Korea|Sony Pictures International Productions,강하늘(Young-ho)|천우희(So-hee)|강소라(Soo-jin)|이설(So-yeon)|임주환(Young-hwan)|이항나(Mother)|이양희(Father)|박세현(Student)|이예환(Cram School Student)|김성균(Teacher),Cho Jin-mo,college|letter|young man|childhood friends|life|secondhand bookstore,https://image.tmdb.org/t/p/original/8iJG3qDH3rGUr6EpwOUGkN1ZJqL.jpg
서복,2021-04-15,3628177450,2.1,385409,1382,2021,13,20183003,전체,189,서복,2021-04-12,2021,2.8874,7.194,253,878|28|53|9648,SF|액션|스릴러|미스터리,114,생애 마지막 지켜야 할 존재가 나타났다,0,0,CJ Entertainment|TPS Company|STUDIO101|CJ ENM,공유(Ki-heon)|박보검(Seo Bok)|조우진(Chief Ahn)|장영남(Dr. Im Se-eun)|박병은(Shin Hak-sun)|연제욱(Section Chief Heo)|김홍파(Bureau Director Bae Guk-jang)|Lee Eon-jeong(Yoon Hyun-Soo)|나광훈(Kim Walker)|Kim Jae-geon(Chairman Kim Chun-oh),이용주,brain tumor|greed|secret organization|bromance|guilt|death|superhuman strength|existentialism|human clone|suspense,https://image.tmdb.org/t/p/original/6R3eKsdVS7ZWrY28QUt3DCG3N72.jpg
자산어보,2021-03-31,3007565490,1.7,340763,1250,2021,14,20197434,전체,700,자산어보,2021-03-31,2021,1.4618,7.769,39,36|18,역사|드라마,126,"호기심 많은 학자와 어부, 서로의 스승이 되다",0,0,Plus M Entertainment|Cineworld,설경구(Jeong Yak-jeon)|변요한(Chang-dae)|이정은(Mrs. Gageo)|민도희(Bok-rye)|차순배(Poong-heon)|강기영(Lee Gang-hoe)|류승룡(Jeong Yak-yong)|조우진(Byeol Jang)|김의성(Mr. Jang)|정진영(King Jeong-jo),이준익,fish|fishing|exile|encyclopedia|black and white|19th century|island life|joseon dynasty (1392–1910)|living in exile,https://image.tmdb.org/t/p/original/pK7f71R31rw1AcPO1z36v92Ro8O.jpg
내일의 기억,2021-04-21,3026073660,1.8,332993,957,2021,15,20194501,전체,459,내일의 기억,2021-04-21,2021,1.9224,6.951,102,9648|53,미스터리|스릴러,99,"내가 본 내일, 당신은 살인자였다",0,0,iFilm|Tori Pictures|CJ CGV,서예지(Kim Soo-jin)|김강우(Kim Sun-woo)|성혁(Lee Ji-hoon)|박상욱(Detective Cho Ki-sang)|배유람(Detective Bae)|염혜란(Director of Fine Arts Academy)|Park Bom-I(Little Girl)|Gong Yu-rim(Teenage Girl)|김강훈(Boy)|김주령(Doctor),서유민,,https://image.tmdb.org/t/p/original/5VdCj7o8DsDz66MYwX3iV2Stia3.jpg
강릉,2021-11-10,3172047770,1.8,306422,761,2021,16,20203286,전체,399,강릉,2021-11-10,2021,1.8097,6.1,22,28|80|18,액션|범죄|드라마,120,거친 운명 앞에 놓인 두 남자,0,0,JNC Media Group|Daydream|Studio Santa Claus Entertainment,장혁(Lee Min-Suk)|유오성(Gil Seok / Chairman Oh)|한선화(Bo Lam)|김준배|박성근(Cho Bang Hyun)|오대환(Hyeong Geun)|이현균(Lee Chong Seop)|Choi Ki-seob|신승환(Kang Jung Mo)|조현식,Yoon Young-bin,gangster|ambition|film noir|betrayal|conspiracy,https://image.tmdb.org/t/p/original/1MZ42GYL84wW4U9HtcKMuTOx6fD.jpg
방법: 재차의,2021-07-28,1542513510,0.9,172969,838,2021,17,20202185,전체,340,방법: 재차의,2021-07-28,2021,2.6863,7.413,149,53|9648|27,스릴러|미스터리|공포,109,되살아난 시체가 살인을 저질렀다!,0,1875549,Climax Studios|Studio Dragon|CJ Entertainment|KEYEAST|CJ ENM,엄지원(Lim Jin-hee)|정지소(Baek So-jin)|정문성(Jung Seong-jun)|김인권(Kim Pil-sung)|고규필(Tak Jung-hoon)|오윤아(Byeon Mi-young)|권해효(Lee Sang-in)|이설(Jessi)|전국환(Byeon Seung-il)|정재성(Kim Min-sub),김용완,zombie|based on tv series|maldición|despertar|muertos,https://image.tmdb.org/t/p/original/eEQvJerAVak8hWzSYKbvImQIZfu.jpg
새해전야,2021-02-10,1563530850,0.9,169789,906,2021,18,20190323,전체,470,새해전야,2021-02-10,2021,1.5814,6.5,33,18|10749,드라마|로맨스,114,내년에는 조금 더 행복해져요,0,0,Soo Film|Acemaker Movieworks,김강우(Ji-ho)|유인나(Hyo-yeong)|유연석(Jae-heon)|이연희(Jin-a)|이동휘(Yong-chan)|천두링(Yaolin)|염혜란(Yong-mi)|최수영(O-wol)|유태오(Rae-hwan)|예수정(Hye-shim),홍지영,new year's eve|anthology|couple,https://image.tmdb.org/t/p/original/kTbLephObDYGAKdTyaIO5iPhAcc.jpg
파이프라인,2021-05-26,1200729450,0.7,136680,777,2021,19,20194461,전체,545,파이프라인,2021-05-26,2021,1.8781,6.9,47,80|28,범죄|액션,107,"화끈하게 뚫고, 완벽하게 빼돌려라!",0,1042238,Gom Pictures|LiTTLE BiG PiCTURES,서인국(Pindol / Kang Sae-dol / Drill-bit)|이수혁(Hwang Geon-woo)|음문석(Jung Woo-sung / New Bird / Welder)|유승목(Chief Na Choon-shik)|태항호(Park Gap-sung / Big Shovel)|배유람(Cho Man-sik)|배다빈(Song Eun-joo / Counter)|서동원(General Dung)|지대한(Straw)|신유람(White Bear),유하,,https://image.tmdb.org/t/p/original/oo4sBEhrOovS1l1qcPo0i1RRacP.jpg
해피 뉴 이어,2021-12-29,1011453370,0.6,114046,832,2021,21,20217807,전체,444,해피 뉴 이어,2021-12-29,2021,2.0586,7.199,158,35|10749,코미디|로맨스,137,"14인 14색, 우리 모두의 로맨스",0,1906786,Hive Media Corp|CJ Entertainment,이동욱(Yong-jin)|원진아(Yi-young)|한지민(So-jin)|서강준(Yi-kang)|강하늘(Jae-yong)|윤아(Soo-yeon)|이혜영(Catherine)|정진영(Sang-gyu)|김영광(Seung-hyo)|이광수(Sang-hoon),곽재용,"hotel|holiday|christmas romance|seoul, south korea",https://image.tmdb.org/t/p/original/f99PUPjtqMGEylIhRm0H8pv9DFy.jpg
미드나이트,2021-06-30,928954870,0.5,106012,693,2021,23,20198161,전체,155,미드나이트,2021-06-30,2021,4.1294,7.154,312,53|80,스릴러|범죄,103,"소리를 들을 수 없는 목격자, 연쇄살인마의 타겟이 되다",0,0,Peppermint & Company|Finecut|CJ Entertainment,진기주(Kyung-mi)|위하준(Do-sik)|박훈(Jong-tak)|길해연(Kyung-mi's Mother)|김혜윤(So-jung)|박지훈(Police Officer)|정원창(Police Officer)|이상희(Drunk Man)|Eun-Woo Bae(Police Officer)|최민우(Office Worker),권오승,deaf-mute|investigation|serial killer|shocking|mother daughter relationship|psychological|suspense|complicated|disheartening,https://image.tmdb.org/t/p/original/oJoLrbgEqupECFC7TwcmSZY2JSn.jpg
어른들은 몰라요,2021-04-15,342089750,0.2,35462,209,2021,30,20199630,전체,375,어른들은 몰라요,2021-04-15,2021,1.7931,6.8,34,18,드라마,127,원래 관심 없었잖아요 우리한테,0,0,LiTTLE BiG PiCTURES|Don Quixote Entertainment,이유미(Se-jin)|하니(Ju-yeong)|Shin Haet-bit(Shin-ji)|이환(Jae-pil)|박강섭(Sang-seop)|방은정(Eun-jung)|허준석(Joon-seok)|한성수(Sin-ji)|김강현(Real Estate Agent)|이승연(Seung-yeon),이환,juvenile delinquent|troubled teen|pregnant teen|abortion|homeless teenager,https://image.tmdb.org/t/p/original/tAR6pyep25DVV10R8ffjBFfpL5T.jpg
괴기맨숀,2021-06-30,330369600,0.2,32752,131,2021,32,20218345,전체,271,괴기맨숀,2021-06-30,2021,2.5254,7.223,244,27|53,공포|스릴러,107,,0,0,MCMC|Contents Panda,성준(Ji-woo)|김홍파(Keeper)|김보라(Da-hye)|이창훈(Writer)|박소진(Pharmacist)|Lee Dong-ha(Ho-jun)|이관목(Detective Ma)|박세현(High School Girl)|조셉(English Instructor)|Shin Yoon-seop(Musician),조바른,anthology|horror anthology|bizarre,https://image.tmdb.org/t/p/original/fv0M8kyW95FpsrhoLTSCcEVR6hf.jpg
조제,2020-12-10,223247970,0.1,25792,1179,2021,38,20201002,전체,821,조제,2020-12-10,2020,1.5664,7.219,64,10749|18,로맨스|드라마,116,우리가 가장 아름다웠던 시간,0,1709980,Warner Bros. Korea|Vol Media|Asmik Ace,한지민(Josée)|남주혁(Young-seok)|허진(Da-bok)|박예진(Hye-sun)|조복래(Chul-ho)|이소희(Su-kyung)|이성욱(Choi Kyung)|김금순(Hyun-nam)|Jang Se-won(Sang-jun)|윤혜리(Hee-young),김종관,based on novel or book|romance|love|remake|disability,https://image.tmdb.org/t/p/original/vZrFO6NvjOAGofKNn4S5bAC2eR5.jpg
내겐 너무 소중한 너,2021-05-12,216983420,0.1,24783,449,2021,39,20214763,전체,593,내겐 너무 소중한 너,2021-05-12,2021,1.777,7.889,27,18,드라마,100,가짜라도! 아빠가 되어야 한다!,0,0,More In Group|Fine Story,진구(Jae-sik)|Jung Seo-yeon(Eun-hye)|강신일(Yeon-joo's Father)|장혜진(Landlord)|박예니(Yeon-joo)|방은정(Eun-sook)|박희은(Volunteer)|장윤정(Counselor)|김종구(Mr. Jung)|김재록(Jae-sik's Father),Lee Chang-won|Kwon Sung-mo,,https://image.tmdb.org/t/p/original/nC1iMOKvIORxqOt4IiiymuDGsms.jpg
도굴,2020-11-04,196309260,0.1,21767,1635,2021,42,20192193,전체,441,도굴,2020-11-04,2020,1.6339,7.197,38,35|12|80,코미디|모험|범죄,115,땅파서 장사하는 도굴꾼들이 온다,0,0,Siren Pictures,이제훈(Dong-gu)|조우진(Dr. Jones)|신혜선(Se-hee)|임원희(Sabdari)|송영창(Sang-gil)|주진모(Man-gi)|이성욱(Gwang-cheol)|박세완(Hye-ri)|박진우(Squad Chief Oh)|이준혁(Antique Shop Owner),Park Jung-bae,treasure|treasure hunt|grave robber,https://image.tmdb.org/t/p/original/sVOZNc9OibkzhdFLLMnoFpd1GVu.jpg
한산: 용의 출현,2022-07-27,73700628377,11.7,7264934,2223,2022,2,20209343,전체,154,한산: 용의 출현,2022-07-27,2022,3.4134,6.5,88,10752|28|18|36,전쟁|액션|드라마|역사,129,운명을 바꿀 압도적 승리,0,57490985,Big Stone Pictures,박해일(Admiral Yi Sun-shin)|변요한(Wakisaka Yasuharu)|안성기(Eo Yeong-dam)|손현주(Won Gyun)|김성규(Junsa)|김성균(Kato Yoshiaki)|김향기(Jeong Bo-reum)|옥택연(Im Jun-yeong)|공명(Yi Eok-gi)|박지환(Na Dae-yong),김한민,navy|battleship|naval warfare|japanese invasion of korea|korean navy|joseon dynasty (1392–1910)|yi sun-sin|imjin war,https://image.tmdb.org/t/p/original/9zPOnQfvWJde1bLR9Y6DF1WUlnJ.jpg
헌트,2022-08-10,44600858153,7.1,4352390,1625,2022,4,20211792,전체,59,헌트,2022-08-10,2022,5.6957,6.8,215,28|9648|18,액션|미스터리|드라마,131,조직 내 침투한 스파이를 색출하라,17000000,25994,Sanai Pictures|Artist Studio,이정재(Park Pyong-ho)|정우성(Kim Jung-do)|전혜진(Bang Ju-kyung)|허성태(Jang Chul-sung)|고윤정(Cho Yoo-jung)|김종수(Director Ahn)|정만식(Yang Bo-sung)|임형국(Transposer)|정경순(Chun Bo-san)|정재성(Pyo Dong-ho),이정재,assassin|espionage|spy|intelligence|secret agent|1980s|korea president|south korea|inter-korean relations|national intelligence service (nis)|chun doo-hwan,https://image.tmdb.org/t/p/original/Dyc3aCm3F4h8dXr4V5fnIopiyE.jpg
올빼미,2022-11-23,31769067550,5.0,3222767,1541,2022,5,20227762,전체,421,올빼미,2022-11-23,2022,2.2001,7.3,63,53|9648|36,스릴러|미스터리|역사,118,세자가 죽었다 유일한 목격자는 맹인 침술사,0,0,CJeS Studios|Damdam Film,류준열(Cheon Gyeong-su)|유해진(King Injo)|최무성(Lee Hyeong-ik)|조성하(Lord Choi)|박명훈(Man-sik)|김성철(Crown Prince Sohyeon)|안은진(Consort Jo)|조윤서(Crown Princess Kang)|이주원(Seok-cheol)|김예은(Court Lady Seo),안태진,royal family|doctor|blindness|crown prince|needle|murder mystery|joseon dynasty (1392–1910)|father son relationship|medical treatment,https://image.tmdb.org/t/p/original/i1pkFRi96SsIqat5vIoFHCwysv1.jpg
비상선언,2022-08-03,20926361328,3.3,2058762,1734,2022,7,20196410,전체,98,비상선언,2022-08-03,2022,3.8367,7.5,432,28|18|53,액션|드라마|스릴러,140,무조건적인 착륙을 선포합니다,18052672,19200000,CJeS Studios|MAGNUM9|Cine Joo|Dexter Studios|Showbox,송강호(Gu In-ho)|이병헌(Park Jae-hyuk)|전도연(Kim Sook-hee)|김남길(Choi Hyun-soo)|임시완(Ryu Jin-seok)|김소진(Kim Hee-jin)|박해준(Park Tae-soo)|도영서(Park Soo-min)|현봉식(Park Yoon-cheol)|우미화(Hye-yoon),한재림,airplane|pilot|hijacking|emergency landing|flight|airplane hijacking|aviation|terrorism|flight attendant|microbiology|bio terrorism|enclosed space,https://image.tmdb.org/t/p/original/h8gyJKvIHzXo5HrGOe2WOJEe0IV.jpg
헤어질 결심,2022-06-29,19642291589,3.1,1893954,1374,2022,9,20209654,전체,56,헤어질 결심,2022-06-29,2022,6.9677,7.324,1506,53|9648|10749,스릴러|미스터리|로맨스,138,"짙어지는 의심, 깊어지는 관심",0,16914773,Moho Film|CJ ENM|CJ Entertainment,탕웨이(Song Seo-rae)|박해일(Jang Hae-joon)|이정현(Jeong-ahn)|고경표(Soo-wan)|박용우(Lim Ho-shin)|김신영(Yeon-su)|유승목(Ki Do-soo)|정이서(Mi-ji)|정영숙(Monday Granny)|이학주(Lee Ji-goo),박찬욱,"sea|secret love|police|widow|detective|mountain|investigation|language barrier|forbidden love|foreign language|love|audio recording|phone|mountain climbing|murder mystery|murder suspect|busan, south korea|south korea|police procedural",https://image.tmdb.org/t/p/original/rXEJ28XDQsogIGqwVEgwM2oDdpl.jpg
외계+인 1부,2022-07-20,15987826548,2.5,1538504,1959,2022,10,20208446,전체,26,외계+인 1부,2022-07-20,2022,10.0888,6.8,522,878|28|14|12,SF|액션|판타지|모험,142,시간의 문이 열리고 모든 것이 바뀌기 시작했다!,24500000,12109608,Caper Film|CJ Entertainment,류준열(Muruk)|김우빈(Guard / Thunder)|김태리(Ean)|소지섭(Moon Do-seok)|염정아(Madam Black)|조우진(Mr. Blue)|김의성(Jajang / Doctor)|이하늬(Min Gaelin)|신정근(Right Paw)|이시훈(Left Paw),최동훈,prisoner|time warp|time travel|alien|historical fiction|goryeo dynasty|taoist wizard,https://image.tmdb.org/t/p/original/ynyN9hdxL5vq7GnSX8Fdz3TfoTE.jpg
영웅,2022-12-21,14534225323,2.3,1487679,1314,2022,11,20196478,전체,714,영웅,2022-12-21,2022,1.2728,6.6,19,18|36|28,드라마|역사|액션,120,1909년 하얼빈의 총성. 잊을 수 없는 이야기가 시작된다.,0,0,JK Film|CJ ENM,정성화(Ahn Jung-geun)|김고은(Seol-hee)|나문희(Cho Maria)|조재윤(Woo Deok-sun)|배정남(Jo Do-seon)|이현우(Yu Dong-ha)|박진주(Ma Jin-ju)|장기용(Choi Ji-yong)|Kim Sung-rak(Itō Hirobumi)|김중희(Wada),윤제균,"musical|based on true story|based on play or musical|japanese invasion of korea|korean resistance|1900s|japanese occupation of korea|harbin, china",https://image.tmdb.org/t/p/original/ty2BX4V4ZBAg2ApG2WMmVYKwB1t.jpg
